141,96435909882755879293801343805385848594890065879518314943003184523576513545221
1415,100690118000141635017657238579219406916831187881432202099811875759396980567100
14159,18860708813327907823643827841694496134018474142462873248997883110976204974409
141592,31095448634677972981064079839042889313508817380049074690721162082929992722135
1415926,34712004999227103970150287602838493016520986234414904673051532110749216625658
14159265,3635643766190447509425355390142934309438274033111651222007022671693017223029
141592653,92117583734892646574218259911624111791813225859351430828960333338001282564816
1415926535,114482001627568138693479502202090342496466795883033008629533294836422395833720
14159265358,19666998078600985777087848851980861382703336996342251227192180480509955008306
141592653589,81631292606314253983340372215170883296991683831622285418979464195778005594091
1415926535897,75834364269781755281366028720651661810974872943756834270108973866367142727378
14159265358979,30443320839832809338931883541951672359758108486365021637513674513899512632280
141592653589793,82640465259766601609164183186302264534422981420366528419936013019494988002484
1415926535897932,89492024532315558769947771759271739560482905979120540054858142364273736251042
14159265358979323,96437785877164177904107891018478298174208768080780238759203846117379298771994
141592653589793238,84063727481769233110405328343492430641436526546029194173398323758772443942110
1415926535897932384,50905062397821771282184695384722847158899682869236895343381507411681929857966
14159265358979323846,18426950139429590954305213941872215150430105927501743978431154171190705744129
141592653589793238462,6024601398372500042283037609747571193453140014113842943808000164333426197552
1415926535897932384626,36356573694929089350420678973034624901243434838081259048711264198855568534960
14159265358979323846264,43790415655753535720107248540137275674640315877604039157588741697922069137370
141592653589793238462643,77046325714252380163781867761966370036547362477896445280356476430773704788670
1415926535897932384626433,20917369868005821334937318655063948943959385665666604822299563503055557587706
14159265358979323846264338,110034305155277666866498186496511403050878106995714151442542671969108500587171
141592653589793238462643383,52346458958401064753898338089326496697229111576456245642375576089950199591341
1415926535897932384626433832,9577354303059488738209946277826025251549198704360344467688436396630996873136
14159265358979323846264338327,101208501466099929002700713594395212536153721654559937594247878487521959438471
141592653589793238462643383279,55481141281860665245668694748684414415871190929462068194002584239307203431883
1415926535897932384626433832795,60324349718045090139872375659483135982701403583777117262996694510744759075380
14159265358979323846264338327950,81528890604430948543336845334119129325946066381247399060686790706821909360106
141592653589793238462643383279502,37481443777476853004787051907470785742847108311199225108020473541810442296643
1415926535897932384626433832795028,106696027725327636678172095270319687449206409276139042261983928054574472403981
14159265358979323846264338327950288,25194513707182205199748106344354927370986932013848081974883238863418235343232
141592653589793238462643383279502884,50468211932569889206210212031433212362982979497251192196893300332103794051382
1415926535897932384626433832795028841,13072079540602985756741464723325753108878862239781237924743878033547698339136
14159265358979323846264338327950288419,44271148855042103906750693252071138526972753574727129427722227908578175939270
141592653589793238462643383279502884197,115586847148705329882454080691004429219256590029838361400173571628763905211574
